text,created_at,event
New album by Kendrick is fire! 🔥 #rnb,2024-01-03T10:13:56.404671,event_34
POTUS addresses nation on immigration - what do you think? #politics1,2024-01-03T10:23:23.584399,event_1
@user8884: The new Vision Pro from SpaceX is incredible #technology11,2024-01-03T10:30:59.107919,event_11
@user4721: Major announcement from DeSantis regarding education #politics41,2024-01-03T10:37:26.219593,event_41
McConnell speaks about climate change at today's conference,2024-01-03T10:37:50.492669,event_1
@user2305: Meta stock surges after earnings report #business38,2024-01-03T10:39:52.736522,event_38
@user5833: The new Model Y from Netflix is incredible fyi,2024-01-03T10:45:55.656287,event_11
Breaking: Apple releases Vision Pro today #technology3,2024-01-03T10:59:14.838228,event_3
@user7044: !!! Best performance by Taylor Swift at Oscars!,2024-01-03T11:25:30.263631,event_34
New legislation on infrastructure proposed by Newsom #politics33,2024-01-03T11:32:25.724269,event_33
Microsoft announces new Pixel 8 - game changer! #technology43,2024-01-03T11:33:40.100748,event_43
btw Best performance by Taylor Swift at Super Bowl! #entertainment34,2024-01-03T11:37:32.162635,event_34
fr fr SpaceX stock jumps after earnings report #business38,2024-01-03T11:50:34.025509,event_38
Tesla stock surges after Model Y announcement,2024-01-03T11:55:13.178406,event_11
Everyone's talking about infrastructure today! #social7,2024-01-03T12:10:56.834766,event_7
imo Amazon announces new GPT-5 - game changer!,2024-01-03T12:14:41.724675,event_35
NVIDIA announces 5000 new jobs in Italy #business38,2024-01-03T12:20:06.754554,event_38
Breaking: Haaland scores winning goal for Dodgers #sports48,2024-01-03T12:21:51.932241,event_48
@user1843: Bad Bunny announces new project at Met Gala #entertainment18,2024-01-03T12:56:05.647805,event_18
@user9192: WHO updates guidelines on heart disease #health13,2024-01-03T13:03:50.722437,event_13
Breaking: OpenAI releases Pixel 8 today omg #technology35,2024-01-03T13:25:09.118391,event_35
Update: flood in Texas causes major damage #disaster12,2024-01-03T13:29:24.117241,event_12
Breaking: heart disease research breakthrough announced,2024-01-03T13:36:35.795605,event_45
@user5715: New legislation on economy proposed by DeSantis omg,2024-01-03T13:45:49.654377,event_41
Review: Google's Vision Pro is worth the hype #technology19,2024-01-03T13:54:56.854226,event_19
NVIDIA announces new Vision Pro - game changer!,2024-01-03T14:08:41.916047,event_35
@user6663: The new GPT-5 from Meta is incredible #technology35,2024-01-03T14:19:53.506305,event_35
💪 Can't stop listening to Taylor Swift's new song,2024-01-03T14:20:04.953108,event_2
NVIDIA CEO reveals plans for PS5 #technology43,2024-01-03T14:22:21.334269,event_43
@user3382: POTUS addresses nation on economy - what do you think?,2024-01-03T14:30:01.472510,event_25
NVIDIA stock rises after earnings report #business38,2024-01-03T14:44:18.741641,event_38
Just got my new Quest 3 from Google! Amazing!,2024-01-03T14:51:11.458056,event_11
goat Review: Apple's iPhone 15 is worth the hype #technology43,2024-01-03T14:53:06.052043,event_43
OMG LeBron just broke the record! #Liverpool,2024-01-03T14:59:29.703427,event_16
@user4403: Just watched Real Madrid vs Rockets. Best game ever!,2024-01-03T15:00:35.049931,event_0
@user1177: Breaking: SpaceX releases GPT-5 today #technology43,2024-01-03T15:25:28.473728,event_43
New album by Taylor Swift is fire! 🔥 #country,2024-01-03T15:47:31.352848,event_2
@user8770: The new Xbox from SpaceX is incredible,2024-01-03T16:13:01.557904,event_11
Doctors recommend exercise for cancer 🎉 #health45,2024-01-03T16:15:38.152270,event_45
Google expands operations to Mexico #business46,2024-01-03T16:20:23.045406,event_46
Breaking: Microsoft and Twitter merger approved #business30,2024-01-03T16:32:45.676996,event_30
Major announcement from AOC regarding taxes bruh,2024-01-03T16:49:10.294856,event_33
@user4427: Emergency alert: flood warning for Italy #disaster20,2024-01-03T17:05:00.977901,event_20
Tech news: Tesla launches iPhone 15 globally imo,2024-01-03T17:12:15.113364,event_11
Prayers for Texas after devastating earthquake,2024-01-03T17:31:59.116087,event_12
Just saw Spider-Man - absolutely amazing! Must watch! highkey #entertainment34,2024-01-03T17:33:02.338461,event_34
Review: Tesla's Pixel 8 is worth the hype 🎉,2024-01-03T17:37:13.699582,event_35
Relief efforts underway in Alaska after earthquake,2024-01-03T17:43:09.201453,event_36
@user2070: Breaking news: wildfire strikes Japan #disaster36,2024-01-03T17:43:43.233917,event_36
@user288: OMG Dua Lipa just posted about immigration!,2024-01-03T18:07:18.699740,event_2
Breaking: Biden announces new policy on education #politics25,2024-01-03T18:09:29.561799,event_25
@user9859: Harris speaks about immigration at today's conference #politics1,2024-01-03T18:11:29.542134,event_1
Emergency alert: tornado warning for Florida,2024-01-03T18:19:50.819688,event_28
Prayers for Italy after devastating tsunami #disaster20,2024-01-03T18:20:37.896766,event_20
@user806: Tech news: SpaceX launches Xbox globally,2024-01-03T18:23:04.852772,event_43
@user9618: Update: wildfire in Texas causes major damage #disaster12,2024-01-03T18:41:20.136988,event_12
Netflix CEO reveals plans for iPhone 15 #technology3,2024-01-03T18:53:31.610296,event_3
Health experts discuss diabetes prevention,2024-01-03T19:21:06.351593,event_5
Meta stock surges after PS5 announcement #technology35,2024-01-03T19:30:41.250683,event_35
Press conference: Harris discusses education,2024-01-03T19:31:09.390099,event_33
Bad Bunny announces new project at Super Bowl,2024-01-03T19:41:21.847199,event_2
@user290: bruh Oppenheimer breaks box office records this weekend #entertainment2,2024-01-03T19:57:27.472869,event_2
@user6762: OMG Bad Bunny just posted about economy! 🙏 #entertainment34,2024-01-03T19:58:29.731137,event_34
Major announcement from Biden regarding immigration 😭,2024-01-03T19:59:16.816034,event_1
Tesla announces 5000 new jobs in Japan,2024-01-03T20:12:19.316727,event_38
@user1950: smh Best performance by Drake at Super Bowl!,2024-01-03T20:24:29.635122,event_34
POTUS addresses nation on infrastructure - what do you think?,2024-01-03T20:29:17.821798,event_1
@user7884: New album by The Weeknd is fire! 🔥 #rnb,2024-01-03T20:32:58.961008,event_2
@user4269: Dodgers wins the championship game against Raiders! #sports48,2024-01-03T20:36:15.647938,event_48
@user2812: Breaking: Netflix to acquire YouTube for $100B #business14,2024-01-03T20:38:03.754239,event_14
@user2140: WHO updates guidelines on flu,2024-01-03T20:40:47.444255,event_13
@user9393: Meta announces 1000 new jobs in California #business38,2024-01-03T20:46:40.958581,event_38
Health advisory: heart disease awareness week,2024-01-03T20:58:34.563296,event_45
Breaking: Mahomes scores winning goal for Barcelona,2024-01-03T21:02:16.730899,event_48
OpenAI announces new iPhone 15 - game changer!,2024-01-03T21:27:40.044780,event_35
@user3810: Breaking: Microsoft to acquire Activision for $20B lowkey,2024-01-03T21:34:15.091388,event_14
@user7017: New album by SZA is fire! 🔥 #rnb,2024-01-03T21:34:45.645420,event_2
SpaceX stock surges after PS5 announcement #technology35,2024-01-03T21:36:56.273553,event_35
Breaking news: wildfire strikes Italy #disaster28,2024-01-03T21:38:08.731130,event_28
The new iPhone 15 from Meta is incredible rn #technology19,2024-01-03T21:38:48.334085,event_19
@user828: Review: Meta's Vision Pro is worth the hype #technology43,2024-01-03T21:40:44.983282,event_43
Dua Lipa wins award at Oscars! So deserved! #entertainment2,2024-01-03T21:42:43.320697,event_2
Press conference: Pelosi discusses taxes,2024-01-03T21:54:57.662605,event_25
Major announcement from Trump regarding education #politics1,2024-01-03T22:04:05.489063,event_1
@user8789: bussin Trending: #Breaking goes viral on social media,2024-01-03T22:12:14.489245,event_23
Harris's stance on climate change sparks debate 👀 #politics1,2024-01-03T22:22:22.242694,event_1
@user7240: Tech news: Netflix launches Xbox globally #technology3,2024-01-03T22:22:37.331976,event_3
@user7359: Microsoft announces new Quest 3 - game changer! #technology3,2024-01-03T22:27:52.353768,event_3
@user5325: Breaking: Obama announces new policy on foreign policy,2024-01-03T22:28:40.453257,event_33
@user6154: Can't stop listening to Taylor Swift's new song #entertainment34,2024-01-03T22:33:03.512327,event_34
@user4838: Netflix announces 1000 new jobs in Florida #business30,2024-01-03T22:33:34.971354,event_30
@user979: My thoughts on infrastructure - thread 🧵 #social47,2024-01-03T22:34:35.755377,event_47
goated Tesla announces 500 new jobs in Florida #business14,2024-01-03T22:54:01.840313,event_14
Review: NVIDIA's GPT-5 is worth the hype,2024-01-03T22:57:34.734821,event_11
@user6203: Tech news: Apple launches Pixel 8 globally goat,2024-01-03T23:01:33.018000,event_43
@user8895: Newsom's stance on taxes sparks debate #politics9,2024-01-03T23:03:35.001869,event_9
Hot take: taxes is overrated/underrated,2024-01-03T23:05:21.976322,event_47
🙏 POTUS addresses nation on economy - what do you think? #politics1,2024-01-03T23:20:43.636591,event_1
The foreign policy situation is getting crazy 🤯,2024-01-03T23:26:26.042944,event_47
Press conference: Trump discusses healthcare #politics1,2024-01-03T23:27:05.913593,event_1
The new Xbox from Amazon is incredible,2024-01-03T23:28:32.041356,event_43
@user2865: Oppenheimer breaks box office records this weekend #entertainment26,2024-01-03T23:29:08.190913,event_26
@user9233: Can't believe Barcelona won! What a game! #MLB,2024-01-03T23:33:52.834453,event_48
@user4496: POTUS addresses nation on infrastructure - what do you think? #politics1,2024-01-03T23:34:33.233637,event_1
@user7754: Breaking news: wildfire strikes Japan #disaster28,2024-01-03T23:39:26.716302,event_28
@user2392: This immigration story is breaking the internet,2024-01-03T23:50:46.104869,event_47
Major announcement from DeSantis regarding education,2024-01-04T00:05:24.835713,event_25
Obama tweets about economy policy changes #politics33,2024-01-04T00:13:16.132566,event_33
Can't stop listening to The Weeknd's new song,2024-01-04T00:14:49.857031,event_34
Breaking: heart disease research breakthrough announced fyi #health21,2024-01-04T00:23:08.295478,event_21
@user8994: Major announcement from Trump regarding foreign policy #politics33,2024-01-04T00:29:28.572315,event_33
@user3284: Breaking: SpaceX to acquire TikTok for $10B #business30,2024-01-04T00:30:02.882976,event_30
@user5106: tl;dr Meta stock surges after Model Y announcement #technology43,2024-01-04T00:39:21.307258,event_43
@user7868: Newsom speaks about economy at today's conference,2024-01-04T00:39:37.620144,event_1
@user4267: Breaking: Netflix releases Quest 3 today,2024-01-04T00:43:19.647769,event_11
Market update: Microsoft leads finance gains #business46,2024-01-04T00:54:59.218476,event_46
@user9151: Google CEO reveals plans for Xbox #technology43,2024-01-04T00:58:08.362608,event_43
@user8892: Important: mental health symptoms to watch for #health21,2024-01-04T01:03:06.776967,event_21
Newsom's stance on taxes sparks debate #politics33,2024-01-04T01:07:12.075723,event_33
Just got my new iPhone 15 from SpaceX! Amazing! #technology11,2024-01-04T01:13:34.542237,event_11
@user3910: This foreign policy story is breaking the internet 🎉 #social7,2024-01-04T01:17:32.490215,event_7
@user9221: goat Breaking: SpaceX to acquire TikTok for $50B,2024-01-04T01:26:32.322952,event_22
@user1946: Rescue teams deployed to Florida after tornado bussin,2024-01-04T01:29:17.186497,event_12
@user9382: Breaking: Apple and TikTok merger approved #business30,2024-01-04T01:41:37.362445,event_30
Major announcement from Newsom regarding climate change #politics1,2024-01-04T02:16:16.135728,event_1
@user134: istg This economy story is breaking the internet #social47,2024-01-04T02:27:55.059245,event_47
@user588: tennis finals are insane this year! Go Real Madrid!,2024-01-04T02:38:33.704701,event_48
@user6386: Best performance by SZA at Oscars! fr fr,2024-01-04T03:03:37.810988,event_34
@user5331: The new Vision Pro from Apple is incredible,2024-01-04T03:29:11.223627,event_27
@user9116: Breaking: SpaceX releases iPhone 15 today,2024-01-04T03:32:49.518140,event_11
CEO of Meta steps down - what's next?,2024-01-04T03:38:54.040782,event_38
omg Taylor Swift wins award at Grammy Awards! So deserved!,2024-01-04T03:41:00.463257,event_34
@user5497: Trending: #Viral goes viral on social media,2024-01-04T03:41:07.672562,event_7
Tech news: NVIDIA launches Pixel 8 globally #technology43,2024-01-04T03:43:57.345746,event_43
@user6177: Netflix announces 2000 new jobs in Mexico lol #business38,2024-01-04T03:44:49.206859,event_38
@user7423: Health advisory: cancer awareness week tl;dr,2024-01-04T04:06:24.059584,event_45
Bad Bunny wins award at Golden Globes! So deserved!,2024-01-04T04:37:57.632998,event_34
Breaking: AOC announces new policy on immigration #politics33,2024-01-04T04:45:18.909669,event_33
New album by SZA is fire! 🔥 #latin,2024-01-04T04:45:19.053037,event_18
@user3935: New treatment for obesity shows promise,2024-01-04T04:46:28.715307,event_45
@user601: Breaking: NVIDIA releases Xbox today #technology43,2024-01-04T04:47:35.239094,event_43
@user7546: Press conference: Harris discusses infrastructure,2024-01-04T05:30:26.322920,event_1
fr fr Breaking: Obama announces new policy on immigration,2024-01-04T05:34:35.473432,event_1
Market update: NVIDIA leads retail gains #business14,2024-01-04T05:55:22.532549,event_14
@user9465: Microsoft reports record profits this quarter #business38,2024-01-04T05:58:59.085309,event_38
Amazing performance by Curry in today's golf match,2024-01-04T06:05:28.902522,event_48
@user1578: Everyone's talking about foreign policy today!,2024-01-04T06:12:02.802149,event_7
@user9134: This foreign policy story is breaking the internet idk #social31,2024-01-04T06:32:11.100542,event_31
Everyone's talking about taxes today! #social15,2024-01-04T06:39:44.857207,event_15
This foreign policy story is breaking the internet #social47,2024-01-04T06:49:07.497681,event_47
@user9169: Can't believe Dodgers won! What a game! #football,2024-01-04T06:54:33.513891,event_40
The infrastructure situation is getting crazy #social39,2024-01-04T07:00:39.582497,event_39
@user6115: This climate change story is breaking the internet #social23,2024-01-04T07:01:01.181531,event_23
@user6642: Just saw Oppenheimer - absolutely amazing! Must watch! #entertainment18,2024-01-04T07:22:29.039810,event_18
